Fid,Gender,Age,Bank_Account,Bank_Name,Trans_Amount,Transno,Balance,Trans_Type,Trans_Date,Location,Fraud
206.143.154.193.233.5-26,Male,49,RVOY06879876551015,Global Bank,2866.52,3077,29038.06,Debit,2022-03-07,Berlin,0
36.36.18.113.89.222-14,Female,79,SKQP13406573588745,Unity Bank,5181.61,4453,36890.22,Credit,2022-06-20,Tokyo,0
45.126.248.20.253.73-76,Male,32,SYSM96409070063526,Summit Bank,2628.74,1545,2113.02,Credit,2022-11-14,London,0
16.204.20.236.25.88-12,Female,66,RZFC09358427888293,Pioneer Savings,52.4,7395,47064.57,Debit,2024-01-30,Beijing,0
157.239.78.46.16.198-36,Female,55,XKWM20950096797768,Global Bank,705.36,7117,20588.18,Debit,2021-11-30,Sydney,1
233.228.239.117.73.87-55,Male,30,EYDN96463589222849,Capital Trust,1682.92,8708,12357.04,Debit,2022-06-29,New York,1
106.206.88.88.191.74-13,Female,62,LVIL52620670399113,Capital Trust,9146.62,1631,16342.83,Debit,2022-04-03,Beijing,1
30.68.130.50.199.245-19,Female,69,FMXR86939808737530,Unity Bank,6542.16,6568,13347.9,Credit,2024-01-17,Berlin,1
104.32.98.245.213.254-97,Female,53,XUYU90116799053847,Pioneer Savings,912.43,5483,12856.02,Credit,2023-10-18,London,0
203.233.144.234.16.178-45,Male,34,JMPC56260668734823,Capital Trust,8157.65,4056,24504.19,Credit,2024-08-22,Sydney,1
210.75.5.114.55.170-45,Female,26,AFBN15681692963018,Capital Trust,5556.97,8783,44104.16,Credit,2024-06-26,New York,1
146.142.101.51.19.66-72,Female,62,VYOT76939466808082,Global Bank,3026.03,3758,10734.02,Debit,2023-03-26,Mumbai,1
218.164.228.115.150.193-61,Female,64,RXKG02915139940947,Global Bank,4604.64,7171,19511.17,Credit,2024-09-17,Mumbai,0
153.199.204.9.98.222-69,Male,27,XFHG02837657689220,Summit Bank,7127.63,7399,33655.39,Debit,2023-09-19,New York,0
178.71.244.193.121.50-78,Male,80,WJIG97009256435165,Global Bank,7361.01,1466,36330.26,Credit,2022-11-21,Beijing,1
47.100.89.160.66.178-91,Male,33,XUAW69249231208110,Pioneer Savings,8105.84,5910,32099.68,Debit,2024-01-06,Beijing,0
220.230.213.3.97.228-68,Female,67,QFLD92073912731263,Global Bank,8414.33,7827,33111.72,Debit,2024-01-08,Mumbai,1
149.24.97.207.234.101-87,Male,53,WNOH98082542458963,Unity Bank,619.3,1750,15076.88,Credit,2022-07-29,Tokyo,1
8.1.40.125.198.13-40,Male,59,HXFM78974408443742,Unity Bank,8074.66,9302,33208.93,Debit,2022-10-30,Tokyo,1
11.16.160.8.18.197-91,Male,56,ETAQ17071039466123,Global Bank,1066.53,9391,14087.46,Debit,2022-06-22,Berlin,1
53.70.92.70.31.209-60,Female,75,IVOY75464539849309,Global Bank,8874.2,4851,42104.5,Credit,2023-06-24,Tokyo,1
158.165.22.138.44.54-45,Male,79,FHHM94954642348108,Capital Trust,2563.01,9523,25409.64,Credit,2024-07-12,New York,0
210.124.186.179.99.98-64,Male,28,LDHL05545780356098,Unity Bank,9740.67,8562,29775.28,Credit,2023-11-01,Tokyo,1
91.13.238.146.36.228-29,Male,52,MKQD23416504202321,Summit Bank,5426.17,9612,33385.34,Credit,2022-09-17,New York,1
35.77.59.163.101.81-37,Female,38,NXMT71748844277210,Pioneer Savings,5912.93,1321,28759.5,Credit,2022-01-30,New York,0
29.238.189.10.106.254-29,Male,30,ZPMO03803979939412,Pioneer Savings,1565.25,5052,29939.18,Credit,2022-01-12,London,0
104.212.172.41.98.83-10,Male,44,RQSW41401591280584,Unity Bank,2562.05,2594,39335.55,Credit,2024-04-17,New York,0
141.129.122.26.50.248-70,Female,77,GZMN28582739214907,Capital Trust,7390.72,3939,39665.53,Debit,2024-07-10,Sydney,1
236.18.29.131.195.160-41,Male,74,CCAO58764618163559,Unity Bank,2209.4,9412,18884.99,Credit,2023-06-03,Sydney,0
26.201.6.224.103.193-38,Female,66,OORC76684014169662,Capital Trust,5055.36,9493,18317.62,Credit,2023-01-08,Mumbai,0
165.248.110.21.110.216-51,Male,42,TXAO66321311164584,Unity Bank,5738.55,9479,29467.21,Debit,2022-07-25,Berlin,0
210.126.175.185.12.62-16,Female,37,ZFMO45170385102816,Unity Bank,8141.07,8633,29254.87,Credit,2022-12-20,London,0
87.231.86.129.253.235-94,Male,28,LGZM65317120967331,Summit Bank,762.61,2664,40364.01,Debit,2021-12-11,Beijing,1
160.241.199.76.14.152-71,Male,20,ZVPI58903070213323,Pioneer Savings,3378.56,6274,38722.16,Debit,2024-03-04,Sydney,0
170.2.53.153.46.193-22,Male,68,HKNF45876734373447,Pioneer Savings,3745.0,3656,36975.0,Debit,2022-11-09,Berlin,1
16.166.248.17.206.61-99,Male,51,AZRI67932820679678,Summit Bank,7479.76,7289,42589.27,Debit,2024-01-12,Mumbai,1
239.149.94.16.246.244-97,Male,49,YRFK33079665483699,Capital Trust,3423.35,3379,35685.02,Debit,2023-01-20,London,0
78.61.196.97.220.252-73,Male,57,FFUY99234425604608,Capital Trust,3269.24,5679,41512.24,Debit,2022-02-22,Berlin,0
8.104.14.93.142.210-59,Female,67,LFCO15003237038746,Capital Trust,9085.95,8794,12410.28,Credit,2022-11-19,Tokyo,0
77.66.200.160.182.158-10,Female,41,WWSO54615794889429,Capital Trust,3863.17,6364,38356.58,Credit,2023-02-11,Beijing,0
153.205.242.12.68.153-84,Male,44,ATWR86529698130691,Summit Bank,7813.45,9749,40628.35,Credit,2023-08-30,Tokyo,1
113.1.57.37.9.131-12,Male,58,QPYD80498154796776,Capital Trust,3305.14,7394,10763.32,Credit,2022-04-23,Mumbai,1
4.12.91.175.251.188-28,Female,75,YGRZ73968855906212,Global Bank,3290.8,4981,44977.78,Credit,2022-10-18,London,0
77.233.61.176.79.187-41,Female,18,VBYN62324859937586,Summit Bank,9601.68,5199,9447.99,Debit,2022-09-08,Sydney,1
231.143.61.126.225.114-91,Male,24,URZY00736787806002,Capital Trust,6900.73,9408,34090.59,Debit,2023-02-01,Beijing,1
8.54.91.99.206.90-92,Female,29,YEPS76557793564016,Unity Bank,4441.5,8003,39005.56,Debit,2022-12-16,Berlin,0
248.147.107.244.178.199-78,Female,23,PRLQ04748689019756,Capital Trust,5964.79,5981,49592.0,Credit,2022-03-28,Beijing,1
63.28.106.91.142.115-45,Male,46,IUUL50668812686729,Summit Bank,8495.19,3520,30768.35,Credit,2023-12-03,New York,0
222.101.111.155.214.165-13,Male,63,VGTZ46017629559454,Pioneer Savings,8510.11,4566,48956.02,Credit,2024-02-10,New York,1
181.20.177.81.58.255-91,Male,37,MRZD76814323759456,Summit Bank,5472.9,7298,39108.15,Credit,2024-08-09,Sydney,0
231.206.113.107.218.100-36,Female,77,DHNJ31724801067079,Global Bank,6390.86,5268,1359.11,Credit,2022-02-14,New York,1
145.88.203.174.4.78-44,Male,18,LJPG19789643247539,Pioneer Savings,4289.91,2107,16977.87,Credit,2023-12-28,Sydney,1
243.29.148.83.161.233-69,Male,65,LKGO80821336428552,Summit Bank,8122.03,6356,49429.49,Debit,2024-11-02,Mumbai,0
244.234.59.200.170.209-19,Female,20,FOFF94154625249940,Summit Bank,8556.8,4241,46046.49,Credit,2022-09-02,Beijing,0
221.137.218.25.191.143-55,Female,60,FPJW59006001318643,Pioneer Savings,9006.63,7514,32542.08,Credit,2024-07-30,Sydney,1
118.162.20.88.61.77-34,Male,31,LAUQ27787966643649,Global Bank,8186.27,7655,47034.14,Credit,2022-11-22,Berlin,0
49.29.138.237.205.92-38,Male,66,YUUK12394367028606,Capital Trust,7518.2,3858,25854.7,Credit,2022-03-18,Sydney,0
72.82.250.135.110.38-77,Female,32,UEFJ04760247646579,Capital Trust,2358.99,9124,33275.81,Debit,2023-03-06,Sydney,0
79.170.197.133.16.80-80,Female,20,OTKQ14080090518708,Pioneer Savings,9473.0,8690,43394.69,Debit,2024-04-13,Berlin,1
125.188.172.205.157.34-55,Male,68,RDAW13110915654811,Pioneer Savings,3302.28,3085,43026.0,Credit,2022-03-27,Tokyo,1
85.40.214.46.30.167-72,Male,55,JVRT05939398594672,Global Bank,1386.12,1566,43935.15,Credit,2022-01-24,London,1
196.25.110.245.26.9-31,Male,37,TDTF40245244542773,Global Bank,5240.48,2164,3416.23,Debit,2024-01-17,Beijing,0
62.8.218.126.33.102-53,Male,65,YSJR05906328768788,Capital Trust,2030.61,8840,37535.59,Debit,2023-04-08,Berlin,0
53.129.101.197.66.243-20,Female,68,DSPB23733268389138,Unity Bank,1239.26,8715,39667.35,Debit,2023-07-04,Sydney,0
119.133.201.206.42.236-70,Male,26,KYDK00954236466428,Summit Bank,5241.46,6434,15248.37,Credit,2023-12-27,New York,0
28.87.232.198.225.237-47,Female,71,WXQC13331375609810,Pioneer Savings,7670.94,9296,31174.7,Debit,2022-12-21,Beijing,0
147.56.94.69.1.7-58,Female,74,UWFX33791198615225,Unity Bank,113.63,3752,6177.6,Debit,2022-01-07,Sydney,1
185.239.0.157.156.252-11,Male,36,KCZH94243217414517,Summit Bank,5920.42,6939,31056.68,Debit,2023-05-19,New York,1
34.241.131.203.172.84-35,Male,22,ALAK94880824926369,Capital Trust,1917.54,2483,16812.24,Credit,2023-06-24,Beijing,0
93.187.86.186.31.134-40,Male,77,SUTY30108233146841,Pioneer Savings,6943.74,6484,47826.4,Debit,2024-01-14,Berlin,1
185.176.10.57.31.194-38,Female,69,ZYHZ16382015576076,Summit Bank,7168.2,9594,13353.82,Debit,2022-10-29,Sydney,1
0.191.120.72.29.140-76,Male,49,JZPI18500450789380,Pioneer Savings,4187.85,2919,40332.98,Credit,2024-04-29,New York,1
25.5.157.77.137.50-59,Male,78,RGVV28730108938483,Pioneer Savings,937.07,1481,12105.72,Debit,2022-09-17,London,0
29.195.249.95.31.124-52,Male,42,ZRUO03941466813153,Pioneer Savings,8345.47,6495,10163.47,Credit,2024-09-23,Mumbai,1
43.167.75.213.156.199-70,Female,27,BWOZ45139273202715,Pioneer Savings,3612.95,2213,30523.96,Credit,2023-02-28,Mumbai,0
154.193.224.147.158.84-18,Female,40,FPLE34062604814349,Global Bank,6410.2,1217,34189.07,Credit,2023-08-29,Mumbai,1
150.175.46.35.236.226-54,Male,57,WGYW82128889925801,Summit Bank,7761.42,3279,44360.62,Credit,2023-10-27,London,0
82.64.189.127.107.194-12,Female,57,NGBY65166911992166,Pioneer Savings,3501.59,2377,43445.73,Debit,2024-11-05,New York,0
44.15.167.41.119.90-23,Male,19,BHRR46169047096609,Capital Trust,5347.4,8837,13473.4,Debit,2022-05-21,Sydney,0
3.207.59.43.149.121-46,Female,74,OFRA81617705516264,Summit Bank,7623.66,6902,34301.34,Credit,2023-05-29,Berlin,0
138.185.222.197.102.242-10,Female,21,LJKI06240386231527,Unity Bank,1530.64,2803,43926.84,Debit,2023-04-10,New York,1
142.17.31.118.174.84-27,Male,54,MWSI71738817461786,Capital Trust,7696.69,8320,43422.56,Debit,2024-06-22,London,0
142.80.106.245.64.47-96,Male,61,TUEX95033363684630,Global Bank,3293.76,2611,22046.95,Credit,2024-07-26,Sydney,0
146.214.35.88.78.94-95,Male,43,APWF91491740149379,Capital Trust,8612.32,8432,2950.79,Credit,2021-12-08,New York,1
29.71.213.55.194.230-79,Female,24,LZNQ31365434299348,Unity Bank,8882.29,3421,17166.1,Debit,2022-12-29,Beijing,0
194.212.112.108.87.178-17,Male,61,NRSK00054478517632,Pioneer Savings,1957.43,1943,17463.72,Debit,2023-03-05,London,0
94.104.246.144.51.79-90,Male,33,LXQO49949417125690,Unity Bank,1342.4,9738,21434.9,Debit,2023-12-13,Mumbai,1
41.7.232.143.173.222-70,Male,48,HIDQ66834717102601,Pioneer Savings,4142.13,9296,43576.62,Debit,2023-02-25,Berlin,0
138.51.24.237.10.253-50,Male,35,VUJW35506501245613,Global Bank,4853.09,1349,24463.79,Credit,2022-12-09,Sydney,0
115.145.194.115.64.169-87,Female,48,CAQB64028203430752,Summit Bank,6750.9,6407,29048.76,Credit,2024-09-29,Tokyo,0
199.142.55.191.146.154-59,Female,50,WHIW79472982839808,Unity Bank,99.77,6851,6396.93,Debit,2024-02-21,New York,0
31.22.142.124.40.140-32,Male,79,SLKC91781028079707,Pioneer Savings,6886.64,9932,32895.28,Debit,2022-06-29,Berlin,1
250.154.247.247.89.86-73,Female,60,MVOO48788556605594,Global Bank,5937.05,5257,36878.29,Debit,2022-05-23,New York,0
16.183.14.244.196.110-40,Male,25,NFEE77405025779196,Capital Trust,7906.22,2218,16334.81,Debit,2024-07-07,Sydney,1
169.155.174.30.192.69-83,Female,21,SSFF94824343612285,Pioneer Savings,7267.35,8942,49618.35,Debit,2024-07-25,New York,0
153.116.81.71.174.38-89,Male,34,PSPN14897166058161,Summit Bank,5174.35,9679,20733.21,Debit,2024-08-09,New York,0
79.9.226.121.157.57-14,Male,29,BVZZ97324973233930,Capital Trust,2787.79,8267,24502.74,Debit,2024-07-16,Berlin,1
67.159.142.20.76.244-53,Female,68,AOHW63870732501082,Capital Trust,2915.98,3835,32689.58,Debit,2022-04-21,Tokyo,1
9.217.97.157.58.216-58,Female,79,KPOV79702441490333,Global Bank,3286.67,7886,27250.1,Credit,2022-07-07,London,0
133.215.85.66.163.192-53,Male,73,LZBY06545494666999,Unity Bank,4829.13,2170,37790.55,Credit,2023-02-05,Beijing,0
217.64.46.10.17.137-14,Female,53,IOCY23342421993202,Capital Trust,2637.44,6051,4731.01,Debit,2024-09-06,Tokyo,1
149.207.95.37.87.151-60,Female,44,VJNO30828473691774,Global Bank,6723.89,7350,37719.07,Debit,2022-08-28,New York,0
36.120.62.226.141.241-12,Female,43,EVQI47054961399706,Pioneer Savings,1087.41,4492,39585.44,Debit,2022-03-02,London,1
5.90.207.70.189.29-32,Female,29,XWVN69941028800447,Global Bank,1505.62,4488,28451.46,Credit,2022-08-17,Berlin,1
23.225.206.197.157.168-72,Male,30,BMVI98808102751308,Global Bank,9049.92,8585,47228.25,Credit,2022-12-21,Tokyo,0
234.78.117.193.57.12-89,Male,73,WWOC40608062275432,Global Bank,3394.65,7735,21002.05,Credit,2022-09-07,Beijing,0
86.53.54.249.18.167-47,Female,71,FOMH10373865847797,Capital Trust,30.64,9153,45704.86,Debit,2023-06-17,London,1
148.164.183.149.250.95-67,Female,69,NXVJ41951970278789,Capital Trust,6199.71,1411,9982.81,Credit,2024-02-15,Sydney,0
148.7.234.150.98.105-40,Female,33,UQYP68736798078063,Summit Bank,2706.13,7131,34678.28,Credit,2022-06-10,Beijing,0
26.57.64.209.233.21-54,Female,63,SKUK47699660848075,Unity Bank,4473.13,1940,29776.65,Credit,2022-08-10,New York,0
214.116.201.213.38.207-78,Female,70,YTME26080255156277,Capital Trust,8613.59,5936,20543.82,Credit,2023-05-07,Tokyo,0
34.72.98.227.208.122-69,Male,51,KQLK45845089134599,Global Bank,3346.21,5575,10999.86,Credit,2023-03-25,Berlin,1
30.33.137.197.232.189-69,Female,71,CVUU82048071879449,Pioneer Savings,64.77,2865,38455.58,Debit,2024-11-11,London,1
96.21.155.216.220.110-61,Male,63,YIMF29793734970047,Capital Trust,964.79,4033,10197.84,Debit,2022-02-01,New York,0
12.76.155.167.232.223-79,Female,50,NCUQ96736491039294,Unity Bank,5274.93,8606,22720.54,Debit,2022-02-09,Tokyo,0
9.214.158.33.244.216-27,Female,51,JNCO80521260804120,Global Bank,6879.07,9692,43301.19,Debit,2024-06-26,New York,0
117.173.218.188.202.14-94,Female,46,KTLT29741792052153,Capital Trust,3732.84,9689,34929.33,Credit,2023-09-09,New York,1
3.234.151.241.108.166-33,Female,51,IPJG82327404572328,Unity Bank,7271.75,9054,7246.23,Credit,2023-05-30,Berlin,1
208.81.131.149.3.47-16,Male,51,EJOW15016613030484,Pioneer Savings,8471.54,7985,25400.99,Credit,2024-08-14,Beijing,1
184.197.153.38.84.8-72,Male,77,AYTT90306188909736,Global Bank,9346.95,1519,45125.93,Debit,2023-08-09,Tokyo,0
136.193.188.68.204.90-59,Female,43,NNWU91826871904655,Pioneer Savings,8965.86,4590,1040.67,Credit,2023-04-19,Sydney,0
237.77.71.86.41.14-38,Male,62,EHZM68792064939536,Pioneer Savings,8852.07,4581,33743.8,Credit,2022-04-11,Berlin,1
87.234.175.69.28.20-72,Female,62,DXQM67504884648308,Global Bank,8521.78,7344,2175.4,Credit,2022-05-07,New York,0
82.253.111.227.113.136-93,Male,23,LOYI33800399815999,Pioneer Savings,3412.11,6493,4508.53,Debit,2024-02-16,Beijing,1
146.93.162.5.134.210-94,Female,44,AAJS45756817398663,Capital Trust,6996.38,3832,29970.67,Credit,2023-12-13,London,1
68.62.246.109.27.178-36,Male,67,SEAF89323921843163,Capital Trust,5338.81,4596,7720.48,Credit,2022-01-06,Mumbai,0
39.44.142.148.132.12-39,Male,36,KCXU91339638561329,Pioneer Savings,7154.3,8644,44324.97,Credit,2023-02-14,Sydney,1
169.184.219.250.244.241-95,Female,39,VKWZ62127726637696,Capital Trust,881.39,6818,31895.9,Credit,2023-10-28,Mumbai,0
203.134.139.165.91.107-79,Female,68,NKWL78394833169225,Pioneer Savings,5045.48,1456,47807.18,Credit,2024-07-03,Tokyo,1
84.74.39.200.188.221-14,Female,58,BIMH24641437305392,Global Bank,7273.22,8019,5704.61,Debit,2022-07-01,Mumbai,0
90.7.108.249.11.202-42,Female,45,RURP31142250427319,Summit Bank,2274.94,5120,5584.02,Credit,2024-05-22,New York,1
88.37.5.155.79.202-40,Male,61,SSVC67448990996255,Unity Bank,1178.5,1445,13644.77,Credit,2023-09-08,Sydney,0
177.249.241.122.89.145-68,Male,37,HMAW05950094108519,Global Bank,1324.77,5163,8251.21,Credit,2023-09-05,Berlin,1
189.188.37.83.191.55-58,Female,27,LJKG90438079712724,Summit Bank,7440.05,7976,44769.17,Credit,2023-10-13,London,0
50.227.252.40.232.102-65,Female,65,IDDZ13242251733623,Summit Bank,7492.18,8297,43613.12,Credit,2023-06-23,Beijing,1
5.104.60.132.37.133-49,Female,18,RSVR04487611997822,Capital Trust,7986.01,9193,27597.97,Credit,2022-10-04,Tokyo,1
68.197.46.129.128.111-90,Male,38,IEEO64892031343734,Global Bank,1557.75,4455,31698.59,Credit,2023-07-19,Berlin,0
79.191.137.145.31.35-28,Female,65,YLGR59280859062043,Unity Bank,2002.8,4248,23995.69,Debit,2024-10-21,Sydney,1
48.126.105.65.128.37-79,Male,55,MGLK62477676855643,Pioneer Savings,5930.49,3406,44894.33,Debit,2022-05-14,Sydney,1
3.44.224.37.234.238-14,Female,59,JHQK02630775420932,Summit Bank,546.78,5836,1426.29,Credit,2024-04-18,Beijing,0
246.33.82.140.253.49-34,Male,66,KIWZ17779351717362,Summit Bank,4042.31,4881,25158.41,Credit,2023-05-13,Berlin,1
163.196.220.155.138.108-98,Female,26,SCHN32517180543683,Summit Bank,1834.0,7339,10095.0,Debit,2024-07-29,London,0
171.167.230.176.248.72-53,Female,50,IGGI70864183851311,Summit Bank,8511.8,6367,3716.2,Debit,2024-04-04,Berlin,0
81.57.248.238.99.127-83,Male,80,TUFR38271471297122,Unity Bank,6237.24,6293,34917.09,Debit,2022-01-23,Tokyo,0
245.158.84.221.213.115-79,Male,47,ZXKE09855733015794,Capital Trust,5687.18,9242,8728.82,Debit,2023-10-16,Sydney,1
70.53.25.200.201.183-80,Female,55,RHQT01551290030368,Pioneer Savings,5238.98,3974,45215.77,Credit,2024-09-16,Berlin,1
97.135.35.20.37.134-46,Male,62,WJPH25296714139613,Summit Bank,721.47,6706,23273.98,Credit,2023-08-12,New York,1
13.97.206.116.27.45-95,Male,58,CVLZ33051055003604,Summit Bank,758.62,2879,23676.75,Credit,2024-06-25,Berlin,0
105.29.214.179.193.115-18,Female,34,HVTF10477641683850,Summit Bank,2499.17,5308,29651.12,Debit,2024-01-11,Beijing,1
194.246.184.164.196.178-88,Female,36,SPGV48539359224287,Summit Bank,2027.03,6795,19350.14,Credit,2022-11-03,Mumbai,1
48.26.250.90.100.7-10,Female,43,LOVO88389614854852,Summit Bank,5593.19,6260,49323.3,Debit,2023-12-28,Beijing,1
19.253.10.255.223.120-36,Male,21,GXKF35378424513489,Capital Trust,2116.59,5274,44233.59,Debit,2023-03-14,Sydney,1
100.198.130.49.88.6-16,Male,41,JUWC28367565185878,Capital Trust,622.25,7065,42223.31,Debit,2023-11-05,Beijing,0
181.147.182.115.247.45-60,Male,70,SZIX88400557745461,Unity Bank,4834.91,1965,34042.34,Credit,2022-08-14,Sydney,0
208.95.250.42.91.180-97,Female,42,FLKB69874330146439,Global Bank,6876.06,1021,38876.61,Credit,2023-02-04,New York,0
178.162.14.116.3.118-42,Female,19,AIPU90921828535683,Unity Bank,3315.23,6469,14897.96,Debit,2024-07-07,Beijing,0
187.252.230.180.185.150-86,Male,26,TBOP93799941301682,Pioneer Savings,4882.49,5046,33054.05,Credit,2021-12-08,Tokyo,1
212.31.107.71.95.205-50,Female,57,VUQJ77492426014455,Capital Trust,270.57,3327,18771.34,Debit,2022-02-23,Mumbai,1
32.254.72.140.250.209-17,Male,36,APCP28106200022334,Summit Bank,3952.79,8559,28908.17,Credit,2024-10-25,Tokyo,1
69.215.45.111.97.106-70,Female,23,FZVY63641638683744,Unity Bank,3781.3,6320,11510.05,Debit,2023-10-13,Berlin,0
68.218.227.32.233.111-88,Female,44,MUNS18229041457117,Pioneer Savings,1162.33,8632,2259.89,Credit,2024-01-18,Mumbai,1
210.71.179.39.12.72-13,Female,70,ADDS21177274677976,Pioneer Savings,2225.21,8074,10788.02,Debit,2024-03-09,Tokyo,0
248.176.106.39.229.145-91,Female,42,HTSZ67055697687295,Capital Trust,591.29,3076,18583.25,Debit,2023-06-29,Beijing,1
161.215.240.45.69.217-17,Male,38,EKQX25418601414004,Unity Bank,2063.69,7937,18388.51,Credit,2022-10-21,Beijing,1
55.227.84.177.252.246-78,Female,19,PFEQ30317120423715,Capital Trust,2426.8,2615,17134.27,Debit,2024-08-21,Sydney,0
179.246.14.118.66.26-64,Male,59,QOLP46815530054423,Summit Bank,4330.37,3645,39656.31,Credit,2024-10-29,New York,1
244.211.66.157.66.156-37,Male,22,SCYK45975267859744,Unity Bank,6568.62,6379,10897.14,Credit,2023-01-26,Berlin,0
179.53.133.55.85.33-96,Male,44,ZWVE71768152013043,Unity Bank,720.09,9386,49988.32,Credit,2024-02-10,Berlin,1
204.47.176.56.94.208-69,Male,71,SLWV20686402277173,Unity Bank,1137.47,8333,25487.1,Debit,2022-04-16,New York,0
6.4.127.243.87.160-91,Female,65,NNIP76207937253332,Summit Bank,7798.02,2307,9242.41,Credit,2023-08-28,Sydney,0
32.135.55.166.117.12-18,Female,72,RCPL66763066152445,Pioneer Savings,1529.3,6760,10907.72,Credit,2024-07-03,New York,0
22.171.37.196.102.246-10,Female,32,DTAB04138636736602,Pioneer Savings,6376.06,7454,20047.0,Credit,2024-04-22,London,0
182.40.42.50.13.247-52,Female,75,GHNO82451094173453,Capital Trust,4984.21,5457,46670.03,Debit,2022-04-02,Beijing,0
197.50.69.174.128.93-82,Female,28,ODLV50952211238293,Pioneer Savings,9471.04,3671,30624.93,Debit,2023-03-05,Tokyo,0
143.102.19.109.170.129-45,Male,52,KTGZ97032844725464,Pioneer Savings,7012.42,6390,41406.37,Debit,2022-02-04,Mumbai,0
156.86.233.241.229.226-86,Male,41,GRWD91105885780321,Summit Bank,4579.75,9067,5153.69,Debit,2021-12-16,Berlin,1
211.241.37.223.221.237-48,Female,35,FNUI42079309541738,Unity Bank,812.54,6326,33574.96,Credit,2022-03-24,London,1
45.255.136.165.49.213-58,Female,68,PPCN37996895640447,Summit Bank,7716.32,9419,6155.18,Debit,2022-07-07,Tokyo,1
210.252.42.0.76.181-96,Male,34,SAQO93208060254106,Global Bank,7127.85,7182,34035.11,Credit,2023-01-26,Tokyo,1
72.138.130.136.209.15-75,Male,65,BZTU87267687117414,Capital Trust,6649.9,4096,5542.82,Credit,2024-05-11,Berlin,0
58.238.227.92.131.2-42,Male,19,XWJD59490745508675,Global Bank,1016.4,3427,40448.79,Debit,2024-06-20,Berlin,0
113.18.32.210.83.92-45,Female,35,NGZM23660477027630,Capital Trust,2332.39,6830,31393.97,Debit,2024-08-28,Sydney,1
247.218.113.170.213.213-32,Male,78,KCYY20328331624564,Unity Bank,7131.14,2412,17408.95,Debit,2023-05-31,New York,1
49.50.22.149.213.8-20,Female,19,UUSA44249286209989,Unity Bank,8529.69,2626,3024.7,Debit,2024-02-09,Sydney,0
65.171.93.187.167.148-12,Female,30,HQCA11856056250839,Unity Bank,8981.05,1151,21123.41,Credit,2024-11-22,New York,1
113.115.188.8.151.99-62,Female,54,URMA31275513071870,Pioneer Savings,1808.28,9736,12395.38,Debit,2023-08-23,Berlin,1
44.189.152.212.42.227-68,Male,22,XGVV28952859890670,Global Bank,1799.72,1790,14808.29,Debit,2022-01-22,Mumbai,0
